<META>
author:Youppie Arliansyah
email:youppie@gmail.com
tanggal_dibuat:2010-11-17
nama_file:wilayah.txt
deskripsi:Data Wilayah (Propinsi, Kabupaten, Kecamatan) Indonesia, sumber data diambil dari sumbangan Wida Sari dari file group ID-PHP
kegunaan:Demo
lokasi:data/wilayah.txt
primary_key:kode_wilayah
sifat_tabel:master;hirarki
74.71.01.1001;PUWATU
74.71.01.1002;WATULONDO
74.71.01.1003;PUNGGOLAKA
74.71.01.1004;TOBUUHA
74.71.01.1005;MANDONGA
74.71.01.1006;KORUMBA
74.71.01.1007;LABIBIA
74.71.01.1008;WAWOMBALATA
74.71.01.1009;ALOLAMA
74.71.01.1010;ANGGILOWU
74.71.02.1001;KEMARAYA
74.71.02.1002;WATU-WATU
74.71.02.1003;TIPULU
74.71.02.1004;PUNGGALOBA
74.71.02.1005;BENU-BENUA
74.71.02.1006;SODOHA
74.71.02.1007;SANUA
74.71.02.1008;DAPU-DAPURA
74.71.02.1009;KANDAI
74.71.02.1010;GUNUNG JATI
74.71.02.1011;KAMPUNG SALO
74.71.02.1012;MANGGADUA
74.71.02.1013;KENDARI CADDI
74.71.02.1014;KASSILAMPE
74.71.02.1015;MATA
74.71.02.1016;PURIRANO
74.71.03.1001;B A R U G A
74.71.03.1002;LEPO LEPO
74.71.03.1003;BANGGOEYA
74.71.03.1004;WUA WUA
74.71.03.1005;BENDE
74.71.03.1006;KADIA
74.71.04.1001;KAMBU
74.71.04.1002;MOKOAU
74.71.04.1003;ANDONOHU
74.71.04.1004;RAHANDOUNA
74.71.04.1005;ANGGOEYA
74.71.04.1006;MATABUBU
74.71.04.1007;PUDAY
74.71.04.1008;LAPULU
74.71.04.1009;ABELI
74.71.04.1010;BENUANIRAE
74.71.04.1011;TOBIMEITA
74.71.04.1012;ANGGALOMELAI
74.71.04.1013;TALIA
74.71.04.1014;POASIA
74.71.04.1015;BUNGKU TOKO
74.71.04.1016;PETOAHA
74.71.04.1017;NAMBO
74.71.04.1018;SAMBULI
74.71.04.1019;TONDONGGEU
74.72.01.1001;NGANGANAUMALA
74.72.01.1002;LANTO
74.72.01.1003;KAOBULA
74.72.01.1004;WAMCO
91.07.04.2009;S A R O Y
91.07.04.2010;W A R U
91.07.04.2011;WASAREK
91.07.04.2012;ATORI
91.07.04.2013;MARIANBAKER
91.07.04.2014;BONJOPOI
91.07.05.2001;ORANSBARI
91.07.05.2002;SIDOMULYO
91.07.05.2003;WAROSER
91.07.05.2004;MARGORUKUN
91.07.05.2005;MUARI
91.07.05.2006;WATARIRI
91.07.05.2007;MASA BUI    I
91.07.05.2008;WARBIADI
91.07.05.2009;MARGOMULYO
91.07.05.2010;WARKWANDI
91.07.05.2011;WANDOKI
91.07.05.2012;LIEIHAK
91.07.05.2013;SIDANG JAYA
91.07.05.2014;AKEJU
91.07.05.2015;MASA BUI  II
91.07.05.2016;KWOK
91.07.05.2017;MBAGIO
91.07.05.2018;WARMARE
91.07.05.2019;NIMBAY
91.07.05.2020;MENIY
91.07.05.2021;TANAH MERAH
91.07.05.2022;UMCEN
91.07.05.2023;SUBSAY
91.07.05.2024;MATRAT
91.07.05.2025;SNAIBOY
91.07.05.2026;QUINTUI
91.07.05.2027;NGUNGGUEN
91.07.05.2028;CENING
91.07.05.2029;DUWIN UMSINI
91.07.05.2030;IBUWAU
91.07.05.2031;IBOISRATI
91.07.06.2001;KEBAR BARAT
91.07.06.2002;KEBAR TENGAH
91.07.06.2003;KEBAR TIMUR
91.07.06.2004;A T A Y
91.07.06.2005;NEKORI
91.07.06.2006;AFRAWI
91.07.06.2007;HOUSIN
91.07.06.2008;INAMBUARI
91.07.06.2009;A K M U R I
91.07.06.2010;AJAMI
91.07.06.2011;INAMBUARI
91.07.07.2001;T A I G E
91.07.07.2002;IRAIWERI
91.07.07.2003;TOMBROK
91.07.07.2004;MEMBEI
91.07.07.2005;U B E I S A
91.07.07.2006;U L L O N G
91.07.07.2007;S A K U M I
91.07.07.2008;S  U  S  I
91.07.07.2009;M E M T I
91.07.07.2010;A S U M
91.07.07.2011;DROUBU
74.72.01.1005;TARAFU
74.72.01.1006;BONE BONE
74.72.01.1007;KATOBENGKE
74.72.01.1008;LAMANGGA
74.72.01.1009;W A J O
74.72.01.1010;MELAI
74.72.01.1011;RAADIA
74.72.01.1012;WABOROBO
74.72.01.1013;SULAA 
74.72.01.1014;L I P U
74.72.01.1015;TANGANAPADA
74.72.02.1001;W A L E
74.72.02.1002;TOMBA
74.72.02.1003;BATARAGURU
74.72.02.1004;WANGKANAPI
74.72.02.1005;BATULO
74.72.02.1006;KADOLOMOKO
74.72.02.1007;KADOLO KATAPI
74.72.02.1008;WARURUMA
74.72.02.1009;LAKOLOGOU
74.72.02.1010;LIWUTO
74.72.02.1011;BUKIT WOLIO INDAH
74.72.02.1012;SUKANAYO
74.72.03.1001;KAISABU BARU
74.72.03.2002;KARYA BARU
74.72.03.2003;GONDA BARU
74.72.03.2004;BUNGI
74.72.04.1001;LIABUKU
74.72.04.2002;NGKARING KARING
74.72.04.2003;KAMPEONAHU
74.72.04.2004;KALIA LIA
74.72.04.2005;LOWULOWU
74.72.04.2006;PALABUSA
74.72.04.2007;KOLESE
74.08.01.1001;BATU PUTIH
74.08.01.2002;LATOWU
74.08.01.2003;MOSIKU
74.08.01.2004;LELEWAWO
74.08.01.2005;POREHU
74.08.01.2006;LARUI
74.08.01.2007;TOLALA
74.08.01.2008;PATIKALA
74.08.01.2009;TOBELA
74.08.01.2010;TANGGARURU
74.08.01.2011;BATUAPI
74.08.01.2012;BUKIT TINGGI
74.08.01.2013;PONGGI
74.08.01.2014;LAWAKI JAYA
74.08.02.1001;OLO OLOHO
74.08.02.2002;KOSALI
74.08.02.2003;MIKUASI
74.08.02.2004;LANIPA
74.08.02.2005;MAJAPAHIT
74.08.02.2006;PUUNOOHO
74.08.02.2007;LABIPI
74.08.02.2008;PAKUE
74.08.02.2009;LAWATA
74.08.02.2010;KASUMEETO
74.08.02.2011;LATALI
91.07.07.2012;GENYU
91.07.07.2013;PAMAHA
91.07.07.2014;HUNGKU
91.07.07.2015;TUABYAM
91.07.07.2016;IMBEISABA
91.07.07.2017;INYEBOW 
91.07.07.2018;HORETA
91.07.07.2019;SRUBEY
91.07.07.2020;SUTEIBEY
91.07.07.2021;USTI
91.07.07.2022;DISURA
91.07.07.2023;TESTEGAPAHAMA
91.07.07.2024;IGMBAI
91.07.07.2025;NGISRAW
91.07.07.2026;SPIYONGUP
91.07.07.2027;KONEY
91.07.07.2028;AWAIKUM
91.07.07.2029;MENTUBEY 
91.07.07.2030;O  Y  A  N
91.07.07.2031;KROBUT
91.07.07.2032;IMBAI
91.07.07.2033;U P E R
91.07.07.2034;SESERAN
91.07.07.2035;SISKEDOWO
91.07.07.2036;I R B O S
91.07.08.2001;SUMBER BOGA
91.07.08.2002;PRAFl BARAT
91.07.08.2003;MUARA PRAFI
91.07.08.2004;KAIRONI
91.07.08.2005;MASNI
91.07.08.2006;MACUAN
91.07.08.2007;S I D E Y
91.07.08.2008;WARYORI
91.07.08.2009;BOWI SUBUR
91.07.08.2010;MAKWAN 
91.07.08.2011;KALI MERAH
91.07.08.2012;MEIFORGA
91.07.08.2013;SIBUNI
91.07.08.2014;Y E N S U M
91.07.08.2015;MANSABURI
91.07.08.2016;I G O R
91.07.08.2017;MEIJENEG
91.07.08.2018;AURMIOS
91.07.08.2019;WARAMOI
91.07.08.2020;SEMBAB
91.07.08.2021;K A S S I
91.07.08.2022;S A R A Y
91.07.08.2023;SIDEY JAYA
91.07.08.2024;MEMBOWI
91.07.08.2025;SIDEY BARU
91.07.08.2026;SIDEY  MAKMUR
91.07.08.2027;YONSORIBO
91.07.08.2028;MEYOF
91.07.08.2029;ASAY  II
91.07.08.2030;MOWBJA
91.07.08.2031;RIRINFOS
91.07.08.2032;MUARA WARIYORI
91.07.08.2033;MEYOP
91.07.08.2034;KOYAMI
74.08.02.2012;MATALEUNO
74.08.02.2013;LALOMBUNDI
74.08.02.2014;TEPOSUA
74.08.02.2015;TOAHA
74.08.02.2016;PASAMPANG
74.08.03.2001;WATUNOHU
74.08.03.2002;NGAPA
74.08.03.2003;LAPAI
74.08.03.2004;LAHABARU
74.08.03.2005;TOAHA
74.08.03.2006;SAPOIHA
74.08.03.2007;TAMBUHA
74.08.03.2008;PUURAU
74.08.03.2009;KOREIHA
74.08.03.2010;SARONA
74.08.03.2011;LAWOLATU
74.08.03.2012;TADOUMERA
74.08.04.2001;AWO
74.08.04.2002;MALAMALA
74.08.04.2003;KOROHA
74.08.04.2004;KAMISI
74.08.04.2005;TIWU
74.08.04.2006;LAMETUNA
74.08.04.2007;MEETO
74.08.04.2008;LAPOLU
74.08.04.2009;KLULU KALUKU
74.08.04.2010;JABALNUR
74.08.04.2011;LAWADIA
74.08.04.2012;JABAIKUBIS
74.08.05.1001;LASUSUA
74.08.05.2002;PITULUA
74.08.05.2003;RANTELIMBUNG
74.08.05.2004;KATOI
74.08.05.2005;MARUGE
74.08.05.2006;TOTALLANG
74.08.05.2007;TOJABI
74.08.05.2008;PONGGIHA
74.08.05.2009;WATULIU
74.08.05.2010;SULAHO
74.08.05.2011;UJUNG TOBAKO
74.08.05.2012;SIMBULA
74.08.06.2001;WALASIHO
74.08.06.2002;WAWO
74.08.06.2003;RANTEBARU
74.08.06.2004;RANTEANGIN
74.08.06.2005;POHU
74.08.06.2006;LAMBAI
74.08.06.2007;TINUKARI
74.08.06.2008;LATAWARO
74.08.06.2009;LAPASIPASI
74.08.06.2010;PUUMBOLO
74.08.06.2011;TOROTUA
74.06.01.2001;BABAMOLINGKU
74.06.01.2002;TOARI BUTON
74.06.01.2003;TIMBALA
74.06.01.2004;RANOKOMEA
74.06.01.2005;RAKADUA
74.06.01.2006;LAMEONG-MEONG
74.06.01.1007;BOEARA
91.07.08.2035;MEREYUK
91.07.08.2036;INYEI
91.07.08.2037;U N D I
91.07.08.2038;J O W E N
91.07.08.2039;A S K A
91.07.08.2040;MANTEDI
91.07.08.2041;WARIKI
91.07.08.2042;WANORI  INDAH
91.07.08.2043;WOMNOWI
91.07.08.2044;MANGGOPI
91.07.09.2001;PRAFI MULIA
91.07.09.2002;UMBUY
91.07.09.2003;DESAY
91.07.09.2004;AIMASI
91.07.09.2005;UDAPI HILIR 
91.07.09.2006;WASEKI 
91.07.09.2007;WASEKI INDAH
91.07.09.2008;INGKWOISI
91.07.09.2009;B O G O R
91.07.09.2010;S O M I
91.07.09.2011;MOTOA
91.07.09.2012;KALI AMIN
91.07.09.2013;LISMANGGU
91.07.09.2014;OYEHEK BRIK
91.07.09.2015;KRENUI
91.07.10.2001;MENYAMBOUW 
91.07.10.2002;D E M A I  S I
91.07.10.2003;AWIBEHEI
91.07.10.2004;INDABRI
91.07.10.2005;MOKWAM
91.07.10.2006;AMBER
91.07.10.2007;CATUBOUW
91.07.10.2008;SUGEMAH
91.07.10.2009;NUNGKIMOR
91.07.10.2010;IKIMABAU 
91.07.10.2011;COISI
91.07.10.2012;IMBENTI
91.07.10.2013;SIGIM 
91.07.10.2014;BINGWOYUT
91.07.10.2015;OMBONGGUN
91.07.10.2016;DUMBRE
91.07.10.2017;MONUT
91.07.10.2018;MlCOMTI
91.07.10.2019;ADUER
91.07.10.2020;UJEHEG
91.07.10.2021;DUEIBEI
91.07.10.2022;AYOU
91.07.10.2023;KWAU
91.07.10.2024;MIEYCOMTI
91.07.10.2025;SLOMIOU
91.07.10.2026;DESRA
91.07.10.2027;MINMO 
91.07.10.2028;U R E Y
91.07.10.2029;MANGGESUK
91.07.10.2030;K I S A P
91.07.10.2031;U M C E P
91.07.10.2032;P E N I B U T
91.07.10.2033;HEKTIEBOUW
91.07.10.2034;CANGOISI
74.06.01.1008;KASTARIB
74.06.01.2009;POKORUMBA
74.06.01.1010;BOEPINANG
74.06.01.2011;PALLIMAE
74.06.01.2012;MULAENO
74.06.01.2013;TONTONUNU
74.06.01.2014;TONGKOSENG
74.06.02.2001;RAU RAU
74.06.02.2002;WUMBUBANGKA
74.06.02.2003;ANEK MARGA
74.06.02.2004;LOMBA KASI
74.06.02.2005;LANTARI
74.06.02.2006;HUKAEA
74.06.02.2007;LANTOWUA
74.06.02.2008;LADUMPI
74.06.02.2009;RAROWATU
74.06.02.1010;TAUBONTO
74.06.02.2011;LAKOMEA
74.06.02.2012;PANGKURI
74.06.03.2001;LANTAWONUA
74.06.03.2002;LAMERORO
74.06.03.2003;LAMPOPALA
74.06.03.1004;DOULE
74.06.03.1005;KASIPUTE
74.06.03.1006;LAURU
74.06.03.2007;LAMPATA
74.06.03.2008;POMONTORO
74.06.03.2009;LIANO
74.06.03.2010;PULAU TAMBAKO
74.06.03.2011;LORA
74.06.03.2012;TOLl -TOLI
74.06.03.2013;MASALOKA
74.06.03.2014;BATU LAMBURI
74.06.04.2001;BATU PUTIH
74.06.04.2002;WAEMPUTANG
74.06.04.2003;TEPPOE
74.06.04.2004;BIRU
74.06.04.2005;TAMPAWULU
74.06.04.2006;TANAH POLEANG
74.06.04.2007;KARYA BARU
74.06.04.2008;TOBURI
74.06.04.2009;ROMPU ROMPU
74.06.04.2010;MAMBO
74.06.04.1011;BAMBAEA
74.06.04.2012;MARAMPUKA
74.06.04.2013;LARETE
74.06.04.2014;TERAPUNG
74.06.05.1001;SlKELI
74.06.05.2002;BALIARA
74.06.05.2003;MAPILA
74.06.05.2004;WUMBULASA
74.06.05.2005;SANGIA MAKMUR
74.06.05.2006;RAHANTARI
74.06.05.2007;EEMOKOLO
74.06.05.2008;TEDUBARA
74.06.05.1009;TEOMOKOLE
74.06.05.2010;RAHADOPI
74.06.05.2011;TIRONGKOTUA
91.07.10.2035;DEMUNTI 
91.07.10.2036;TIGAUCONTI
91.07.10.2037;DEBERA
91.07.10.2038;UHGGA
91.07.10.2039;BANGDEGAI
91.07.10.2040;AUSEA
91.07.10.2041;MINIMBOUW
91.07.10.2042;INGLUTZ
91.07.10.2043;BRIVEPUIS
91.07.10.2044;HANDUK
91.07.10.2045;NINSINOI
91.07.10.2046;INDAB
91.07.10.2047;INDON
91.07.10.2048;KIBUAN
91.07.10.2049;AIWOU
91.07.10.2050;KANGWAM
91.07.10.2051;INDABOUW
91.07.10.2052;IJIGGREK
91.07.10.2053;NGGMOUBRI
91.07.10.2054;T I D I P
91.07.10.2055;INGGRAMHIM
91.07.10.2056;SYORDOBEY
91.07.10.2057;NIMBIAUW
91.07.10.2058;BINGONBEY
91.07.10.2059;APUI
91.07.10.2060;DIBILINDA
91.07.10.2061;MIEBRI
91.07.10.2062;INUMAN
91.07.10.2063;BOMOTI
91.07.10.2064;CUMGGREK
91.07.10.2065;MINGONDIP
91.07.10.2066;BONGGOIDI
91.07.10.2067;MEKSI
91.07.10.2068;MPOBEY
91.07.10.2069;INTOK
91.07.10.2070;MINHOU
91.07.10.2071;MINDUMES
91.07.10.2072;AIGA
91.07.10.2073;TIMTOUW
91.07.10.2074;DALEIJ
91.07.10.2075;BINGGOB
91.07.10.2076;BIMEMTI
91.07.10.2077;A N D A N G
91.07.10.2078;GUEYUM
91.07.10.2079;I N D A P
91.07.10.2080;IKLAUW
91.07.10.2081;GWEI FIMBAI
91.07.10.2082;AWINTI
91.07.10.2083;URWONG SUNGEDES
91.07.10.2084;NOABOUW
91.07.10.2085;BINGWAIP
91.07.10.2086;ANYEHIRO
91.07.10.2087;HEIDIP
91.07.10.2088;BANBREI
91.07.10.2089;CINATOUSI
91.07.10.2090;MISAPGOISI
91.07.10.2091;SMANGEI
91.07.10.2092;KOUNGWAM
91.07.10.2093;INGMUD
74.06.05.2012;LANGKEMA
74.06.05.2013;BATUAWU
74.06.05.2014;PONGKALAERO
74.06.06.2001;ENANO
74.06.06.2002;LENGORA
74.06.06.2003;TANGKENO
74.06.06.2004;ULUNGKURA
74.06.06.2005;WUMBUBURO
74.06.06.2006;BALO
74.06.06.2007;TOLI-TOLI
74.06.06.2008;TAPUHAKA
74.06.06.1009;DONGKALA
74.07.01.2001;KAPOTA
74.07.01.1002;PONGO
74.07.01.1003;WANCI
74.07.01.1004;WANDOKA
74.07.01.2005;SOMBU
74.07.01.2006;'WAHA
74.07.01.1007;WAETUNO
74.07.01.2008;TINDOI
74.07.01.2009;MALEKO
74.07.01.2010;KOMALA
74.07.01.2011;WUNGKA
74.07.01.2012;MATAHORA
74.07.01.2013;LONGA
74.07.01.2014;KABITA
74.07.01.1015;MANDATI   II
74.07.01.1016;MANDATI   I
74.07.01.2017;MOLA UTARA
74.07.01.2018;MOLA  SELATAN
74.07.01.2019;NOMANA
74.07.01.2020;LIYA MAWI
74.07.01.2021;LIYA TOGO
74.07.02.2001;SOMBANO
74.07.02.1002;LAOLUA
74.07.02.2003;SAMABAHARI
74.07.02.1004;AMBEUA
74.07.02.1005;LAGIWAE
74.07.02.2006;OLLO
74.07.02.2007;HORUA
74.07.02.2008;TAMPARA
74.07.02.2009;KASUARI
74.07.02.2010;PAJAM
74.07.02.2011;LANGGE
74.07.02.2012;TANOMEHA
74.07.02.2013;LENTEA
74.07.02.2014;DARAWA
74.07.02.1015;BURANGA
74.07.02.2016;BALASUNA
74.07.02.2017;SANDI
74.07.03.1001;WAHA
74.07.03.2002;WAITI BARAT
74.07.03.2003;LAMANGGAU
74.07.03.2004; WAITI
74.07.03.2005;PATIPELONG
74.07.03.1006;TONGANO BARAT
74.07.03.1007;BAHARI
74.07.03.1008;TONGANO TIMUR
74.07.03.2009;TIMU
91.07.10.2094;MAIBRI
91.07.10.2095;INGKREP
91.07.10.2096;BINGDAYUT
91.07.10.2097;ACHUB
91.07.10.2098;TIMTOUW
91.07.10.2099;DUHUASRO
91.07.10.2100;MANGGOT
91.07.10.2101;NGAKMUN
91.07.10.2102;TINGWOIKIOW
91.07.10.2103;TINGWOIKIOW BINGRAIUT
91.08.01.1003;ANATOREI
91.08.01.1004;TARAU
91.08.01.1005;SERUI KOTA
91.08.01.1006;SERUI JAYA
91.08.01.2001;KAMANAP
91.08.01.2002;AROMAREA
91.08.01.2007;MARIAROTU
91.08.01.2008;KONAWA
91.08.01.2009;T A T U I
91.08.01.2010;A R I E P I
91.08.01.2011;MANTEMBU
91.08.01.2012;MARIADEI
91.08.01.2013;SARAWANDORI
91.08.01.2014;SERUI LAUT
91.08.01.2015;B A N A W A
91.08.01.2016;W A R A R I
91.08.01.2017;T U R U
91.08.01.2018;PANDUANI
91.08.01.2019;PASIR HITAM
91.08.01.2020;PASIR PUTIH
91.08.01.2021;YAPAN
91.08.01.2022;FAMBOAMAN
91.08.02.1003;ANSUS
91.08.02.2001;WOOl
91.08.02.2002;WEBI
91.08.02.2004;PAPUMA
91.08.02.2005;WOINAP
91.08.02.2006;AIBONDENI
91.08.02.2007;KAIRAWI
91.08.02.2008;NATABUI
91.08.02.2009;KANAKI
91.08.02.2010;WARABORI
91.08.02.2011;KAWONDA
91.08.02.2012;W I M O N I
91.08.02.2013;S A S A W A
91.08.02.2014;D U M A N I
91.08.03.2001;TINDARET
91.08.03.2002;Y O B I
91.08.03.2003;RANDAWAYA
91.08.03.2004;KAROMBOBI
91.08.03.2005;D A W A I
91.08.03.2006;W A I N D U
91.08.03.2007;K U R U D U
91.08.03.2008;WARIRONI
91.08.03.2009;K A I P U R I
91.08.03.2010;O S B A R l
91.08.03.2011;SAMBRAWAI
91.08.03.2012;AMPIMOI
74.07.03.2010;DETE
74.07.03.2011;KULATI
74.07.03.2012;RUNDUMA
74.07.03.2013;WAWOTIMU
74.07.03.2014;KAHIANGA
74.07.03.2015;PATUA
74.07.03.1016;ONEMAI
74.07.04.2001;WALOINDI
74.07.04.2002;O I H U
74.07.04.2003;S O W A
74.07.04.2004;POPALIA
74.07.04.2005;TAIPABU
74.07.04.2006;MAKORO
74.07.04.2007;PALAHIDU
74.07.04.2008;KOMPO KOMPO
74.07.04.2009;LAGONGGA
74.07.04.2010;WALI
Id_Kelurahan;Nama_Kelurahan
51.01.01.2004;KALIAKAH
51.01.01.2005;BERANGBANG
51.01.01.1006;BALER BALE AGUNG
51.01.01.1007;PENDEM
51.01.01.1008;BANJAR TENGAH
51.01.01.2009;TEGALBADENG TIMUR
51.01.01.2010;TEGALBADENG BARAT
51.01.01.2011;PENGAMBENGAN
51.01.01.2012;PERANCAK
51.01.01.1013;LELA TENG
51.01.01.1014;LOLOAN BARAT
51.01.01.1015;LOLOAN TIMUR
51.01.01.2016;BATU AGUNG
51.01.01.1017;DAUH WARU
51.01.01.2018;BUDENG
51.01.01.2019;AIR KUNING
51.01.01.2020;YEH KUNING
51.01.01.1021;SANGKARAGUNG
51.01.01.2022; DANGIN TUKADAYA
51.01.02.2001;MENDOYO DAUH TUKAD
51.01.02.2002;POH SANTEN
51.01.02.2003;MENDOYO DANGIN  TUKAD
51.01.02.2004;PERGUNG
51.01.02.2005;DELOD BERA W AH
51.01.02.2006;TEGALCANGKRING
51.01.02.2007;PENY ARINGAN
51.01.02.2008;YEH EMBANG
51.01.02.2009;YEH SUMBUL
51.01.02.2010;YEH EMBANG KAUH
51.01.02.2011;YEH EMBANG KANGIN
51.01.03.2001;MEDEWI
51.01.03.2002;PULUKAN
51.01.03.2003;ASAHDUREN
51.01.03.2004;PEKUTATAN
51.01.03.2005;PANGYANGAN
51.01.03.2006;GUMRIH
51.01.03.2007;MANGGISARI
51.01.03.2008;PENGERAGOAN
51.01.04.1001;GILlMANUK
91.08.03.2013;W A B O
91.08.03.2014;HUNSEMBAI
91.08.03.2015;NUNSIARI
91.08.03.2016;BARIWARO
91.08.03.2017;KAROROMPUI
91.08.03.2018;ANDERSARIA
91.08.03.2019;W A I T A
91.08.03.2020;K I R I Y O U
91.08.03.2021;SOROMASEN
91.08.03.2022;A Y A R I
91.08.03.2023;WOINSUPI
91.08.03.2024;AWUNAWAl
91.08.03.2025;MESERUNI
91.08.03.2026;BARAWAl
91.08.03.2027;KIRIMBRI 
91.08.03.2028;KOROAPI
91.08.03.2029;DOREI AMINI
91.08.03.2030;WABUAYER
91.08.03.2031;WABOMPI
91.08.03.2032;AISAU
91.08.03.2033;SAWENUI
91.08.03.2034;T A R E I
91.08.03.2035;BARERAIF
91.08.04.1010;AITIRI
91.08.04.2001;KONTIUNAI
91.08.04.2002;AMBAI
91.08.04.2003;MENAWI 
91.08.04.2004;WADAPI 
91.08.04.2005;S A W E R U 
91.08.04.2006;KABUAENA
91.08.04.2007;RONDEPI
91.08.04.2008;KAWIPI
91.08.04.2009;KAINUI   I
91.08.04.2011;WAWUTI
91.08.04.2012;BORAI
91.08.04.2013;AMBAIDIRU
91.08.04.2014;MAMBO
91.08.04.2015;ROIPI
91.08.04.2016;RANSAMONI
91.08.04.2017;YAPANANI
91.08.04.2018;WANIWON
91.08.04.2019;WAWORI
91.08.04.2020;ADIWIPI
91.08.04.2021;KAINUI    II
91.08.04.2022;UMANI
91.08.04.2023;AMBAI   II
91.08.04.2024;WANAMPOMPI
91.08.04.2025;RONDEPI  II
91.08.04.2026;MAMBAWI
91.08.05.2001;POOM   I
91.08.05.2002;WINDESI 
91.08.05.2003;SEREWEN
91.08.05.2004;MUNGGUI
91.08.05.2005;KARAWI 
91.08.05.2006;POOM    II
91.08.05.2007;MOKIROAN
91.08.05.2008;ASAI
91.08.05.2009;ROSBORI
91.08.05.2010;MIOSNUM
91.09.09.2012;RARPIMBO
91.09.09.2013;PADWA
91.09.09.2014;WAROI
91.09.10.1001;SAMOFA 
91.09.10.1002;BRAMBAKEN
91.09.10.1010;KARANG MULYA
91.09.10.2003;MANOUW
91.09.10.2004;SUMBERKER
91.09.10.2005;YAFDAS
91.09.10.2006;MARYENDI 
91.09.10.2007;SAMBAWOFUAR 
91.09.10.2008;ADAINASNOSEN
91.09.10.2009;DARMOPIS
91.10.01.2001;PRULEME
91.10.01.2002;KULIRIK
91.10.01.2003;WUYUKWI
91.10.01.2004;MEWOLUK
91.10.01.2005;YOGORINI
91.10.01.2006;DOKOME
91.10.01.2007;TINGGINERI
91.10.01.2008;BINIME
91.10.01.2009;YARMUKUM
91.10.01.2010;L U M O
91.10.01.2011;DONDA
91.10.01.2012;Y A M O
91.10.01.2013;Y A M B I
91.10.01.2014;M O N D U
91.10.01.2015;M E W U T
91.10.01.2016;U R G E L E
91.10.01.2017;M O N I A
91.10.01.2018;W U N D U
91.10.01.2019;GILIBE
91.10.01.2020;KILILUMO
91.10.01.2021;WONDEGOBAK
91.10.01.2022;BERELEMA
91.10.01.2023;WUYUNRI
91.10.01.2024;GUMBRU
91.10.01.2025;PURBALOA
91.10.01.2026;YOGOLOGOWI
91.10.02.2001;ERELMAKAWIA
91.10.02.2002;GOME
91.10.02.2003;MUNDIDOK
91.10.02.2004;MAYUBERI
91.10.02.2005;K A G O
91.10.02.2006;PINAPA
91.10.02.2007;OKNAMIN
91.10.02.2008;B E L A
91.10.02.2009;MISIMAGA
91.10.02.2010;UPAGA
91.10.02.2011;MAKKI
91.10.02.2012;P A L U G A
91.10.02.2013;KIMAK
91.10.02.2014;G I L I N I
91.10.02.2015;AGIYOME
91.10.02.2016;PINGEL
91.10.02.2017;EROMAGA
91.10.02.2018;KUNGA
91.10.02.2019;YENGGERENOK
91.10.02.2020;W A K O
91.10.02.2021;TUWANGGI
91.10.02.2022;YAKIMAKI
91.10.02.2023;MINDIBA
91.10.02.2024;WULONI
91.10.02.2025;POLOBAK
91.10.02.2026;BUTET
91.10.02.2027;AMUNGKALPIA
91.10.03.2001;YAMONERI
91.10.03.2002;WURAK
91.10.03.2003;NIOGA
91.10.03.2004;GUBUME 
91.10.03.2005;AULAME
91.10.03.2006;AMBIT BIT
91.10.03.2007;TINGGI NAMBUT
91.10.03.2008;WONWI
91.10.03.2009;BUNUME
91.10.03.2010;LAMBO
91.10.03.2011;GIBAGA
91.10.03.2012;TINGGIREGE
91.10.03.2013;KALOME
91.10.03.2014;TORAGE
91.10.03.2015;WUKUNIKIME
91.10.03.2016;GUBUGANI
91.10.03.2017;TUMBl WOLU
91.10.03.2018;PINDEBAGA
91.10.03.2019;BONALUK
91.10.03.2020;ANGGEGE
91.10.03.2021;B I M E
91.10.03.2022;ABERIAMBUT
91.10.03.2023;JIGALO
91.10.03.2024;JIGONIKME
91.10.03.2025;JINGGI
91.10.03.2026;JIGOBAK
91.10.03.2027;DOUNGGAME
91.10.03.2028;MELEKOM
91.10.03.2029;MENEGEME
91.10.03.2030;PEREYA
91.10.03.2031;G U N A
91.10.03.2032;JIBINGGAME
91.10.03.2033;A M B O K
91.10.04.2001;YAURIA 
91.10.04.2002;GIGOBAK
91.10.04.2003;AKENGGEN
91.10.04.2004;NIKOKAME
91.10.04.2005;JIMUK/KEMBRU
91.10.04.2006;AKADUGAME
91.10.04.2007;POKOMA 
91.10.04.2008;B I N A
91.10.04.2009;KILONGAME
91.10.04.2010;PEMEBUT
91.10.04.2011;JIGIUNGGI 
91.10.04.2012;AMULUME 
91.10.04.2013;MOLU 
91.10.04.2014;TUPUT 
91.10.04.2015;JIWOT 
91.10.04.2016;AGUWIT 
91.10.04.2017;GAGAMA 
91.10.04.2018;BACINI 
91.10.04.2019;WIHA 
91.10.04.2020;GOLU 
91.10.04.2021;WAKME 
91.10.04.2022;KALIBUK
91.10.04.2023;GELEMAME
91.10.04.2024;KUNIKOMO
91.10.04.2025;WELI
91.10.05.2001;YULUKOMA
91.10.05.2002;MILAWAK
91.10.05.2003;P U L U K
91.10.05.2004;KELANDIROMA 
91.10.05.2005;WANGBE 
91.10.05.2006;PILOKOMA 
91.10.05.2007;NUNGAI
91.10.05.2008;B A B E
91.10.05.2009;TINGGIBET
91.10.05.2010;JINDAK
91.10.05.2011;PUBET
91.10.05.2012;PUNGKI
91.10.05.2013;WONALBE
91.10.05.2014;DAUNG
